,jurisdiction,case_id,hash_name,entry_date,resolution,total_decisions
22180,txnd,2-16-cv-00192-J-BB,b'7d60c1cd9bac2de7834ea1fd',10/11/2016,-1,37
22181,txnd,4-16-cv-00420-A,b'fbbf456527a5af4405f8aaec',12/13/2016,1,83
22182,txnd,5-16-cv-00046-C,b'7a06d744a4f1eb83f3e07b99',03/02/2016,0,88
22183,txnd,5-16-cv-00113-C,b'7a06d744a4f1eb83f3e07b99',06/15/2016,0,88
22184,txnd,3-16-cv-02767-D,b'd4bb4716f822a9db1048caf4',10/03/2016,-999,32
22185,txnd,4-16-cv-00945-Y,b'ee70a34d79cefc134f035bbb',02/15/2018,-10,30
22186,txnd,3-16-cv-02669-C-BT,b'7a06d744a4f1eb83f3e07b99',09/30/2016,0,88
22187,txnd,5-16-cv-00170-C,b'7a06d744a4f1eb83f3e07b99',07/27/2016,1,88
22188,txnd,4-16-cv-00733-Y,b'ee70a34d79cefc134f035bbb',09/07/2016,-1,30
22189,txnd,4-16-cv-00467-A,b'fbbf456527a5af4405f8aaec',06/24/2016,1,83
22190,txnd,4-16-cv-00742-Y,b'ee70a34d79cefc134f035bbb',08/10/2016,1,30
22191,txnd,5-16-cv-00101-C,b'7a06d744a4f1eb83f3e07b99',06/23/2016,-10,88
22192,txnd,5-16-cv-00186-BQ,b'23d87cfce49e411fab52a149',03/16/2017,-10,25
22193,txnd,6-16-cv-00050-BL,b'02a69e481ffc5b5ebe94beb1',11/04/2016,-10,10
22194,txnd,4-16-cv-00579-A,b'fbbf456527a5af4405f8aaec',08/24/2016,-1,83
22195,txnd,5-16-cv-00062-C,b'7a06d744a4f1eb83f3e07b99',04/04/2016,0,88
22196,txnd,5-16-cv-00162-C,b'7a06d744a4f1eb83f3e07b99',08/09/2016,-1,88
22197,txnd,4-16-cv-00355-A,b'fbbf456527a5af4405f8aaec',06/08/2016,-999,83
22198,txnd,4-16-cv-00596-Y,b'ee70a34d79cefc134f035bbb',08/02/2018,1,30
22199,txnd,6-16-cv-00056-C,b'7a06d744a4f1eb83f3e07b99',06/22/2018,1,88
22200,txnd,1-16-cv-00209-C,b'7a06d744a4f1eb83f3e07b99',08/11/2017,1,88
22201,txnd,4-16-cv-01144-Y,b'ee70a34d79cefc134f035bbb',01/25/2017,-999,30
22202,txnd,1-16-cv-00017-BL,b'02a69e481ffc5b5ebe94beb1',09/15/2017,-10,10
22203,txnd,3-16-cv-02703-M-BN,b'04a479b8d8f3ab075b822577',09/22/2016,-1,23
22204,txnd,5-16-cv-00230-C,b'7a06d744a4f1eb83f3e07b99',11/16/2016,0,88
22205,txnd,5-16-cv-00187-C,b'7a06d744a4f1eb83f3e07b99',10/18/2016,-1,88
22206,txnd,4-16-cr-00028-A,b'fbbf456527a5af4405f8aaec',09/22/2016,1,83
22207,txnd,3-16-cv-03388-L-BF,b'b94701976bf1f4e06986fbc5',12/06/2016,-1,18
22208,txnd,1-16-cv-00217-C,b'7a06d744a4f1eb83f3e07b99',12/19/2016,-999,88
22209,txnd,3-16-cv-00356-B-BN,b'48e2d8efb62d9bd6efc8ff42',02/09/2016,0,30
22210,txnd,4-16-cv-00582-A,b'fbbf456527a5af4405f8aaec',07/15/2016,1,83
22211,txnd,5-16-cv-00099-C,b'7a06d744a4f1eb83f3e07b99',06/20/2016,1,88
22212,txnd,3-16-cv-01943-B-BN,b'48e2d8efb62d9bd6efc8ff42',08/23/2016,-10,30
22213,txnd,6-16-cv-00064-BL,b'02a69e481ffc5b5ebe94beb1',02/16/2017,-10,10
22214,txnd,3-16-cv-00259-N,b'b5a5628598707dfd674630d3',02/23/2016,1,19
22215,txnd,2-16-cv-00262-Z-BR,b'6babd8a30bffc7f0e8de06db',12/12/2016,-1,11
22216,txnd,4-16-cv-00115-A,b'fbbf456527a5af4405f8aaec',02/12/2016,-1,83
22217,txnd,4-16-cv-00851-A,b'fbbf456527a5af4405f8aaec',09/14/2016,1,83
22218,txnd,3-16-cv-03037-L-BK,b'b94701976bf1f4e06986fbc5',10/31/2016,0,18
22219,txnd,3-16-cv-00941-B-BK,b'48e2d8efb62d9bd6efc8ff42',04/05/2016,-1,30
22220,txnd,5-16-cv-00063-BQ,b'23d87cfce49e411fab52a149',05/04/2016,1,25
22221,txnd,2-16-cv-00227-D-BR,b'd4bb4716f822a9db1048caf4',11/30/2016,-1,32
22222,txnd,3-16-cv-00940-M-BH,b'04a479b8d8f3ab075b822577',04/05/2016,-1,23
22223,txnd,3-16-cv-03082-D-BK,b'd4bb4716f822a9db1048caf4',11/08/2016,1,32
22224,txnd,2-16-cv-00151-J-BB,b'7d60c1cd9bac2de7834ea1fd',09/21/2016,-10,37
22225,txnd,3-16-cv-03035-D-BN,b'd4bb4716f822a9db1048caf4',10/31/2016,0,32
22226,txnd,2-16-cv-00221-J-BB,b'7d60c1cd9bac2de7834ea1fd',12/05/2016,1,37
22227,txnd,4-16-cv-00711-A,b'fbbf456527a5af4405f8aaec',07/29/2016,0,83
22228,txnd,5-16-cv-00277-C,b'7a06d744a4f1eb83f3e07b99',01/06/2017,-10,88
22229,txnd,3-16-cv-03412-L-BF,b'b94701976bf1f4e06986fbc5',12/12/2016,0,18
22230,txnd,3-16-cv-02262-M-BK,b'04a479b8d8f3ab075b822577',08/04/2016,-1,23
22231,txnd,2-16-cv-00212-D-BR,b'd4bb4716f822a9db1048caf4',03/29/2018,-1,32
22232,txnd,4-16-cv-00808-A,b'fbbf456527a5af4405f8aaec',08/31/2016,1,83
22233,txnd,3-16-cv-02089-M-BK,b'04a479b8d8f3ab075b822577',07/19/2016,-1,23
22234,txnd,4-16-cv-00438-Y,b'ee70a34d79cefc134f035bbb',01/25/2017,1,30
22235,txnd,5-16-cv-00252-BQ,b'23d87cfce49e411fab52a149',12/01/2016,1,25
22236,txnd,4-16-cv-00314-Y,b'ee70a34d79cefc134f035bbb',10/18/2017,1,30
22237,txnd,4-16-cv-01083-A,b'fbbf456527a5af4405f8aaec',12/14/2016,-10,83
22238,txnd,4-16-cv-00816-A,b'fbbf456527a5af4405f8aaec',09/02/2016,-1,83
22239,txnd,2-16-cv-00257-Z-BR,b'6babd8a30bffc7f0e8de06db',01/05/2017,-1,11
22240,txnd,3-16-cv-00013-L-BF,b'b94701976bf1f4e06986fbc5',01/05/2016,-1,18
22241,txnd,5-16-cv-00218-C,b'7a06d744a4f1eb83f3e07b99',03/23/2017,1,88
22242,txnd,3-16-cv-02586-G-BH,b'5495459738d803460d639107',09/09/2016,-1,17
22243,txnd,4-16-cv-00185-A,b'fbbf456527a5af4405f8aaec',03/07/2016,-999,83
22244,txnd,2-16-cv-00055-J-BB,b'7d60c1cd9bac2de7834ea1fd',06/27/2016,-1,37
22245,txnd,2-16-cv-00113-J-BB,b'7d60c1cd9bac2de7834ea1fd',10/04/2016,-1,37
22246,txnd,5-16-cv-00105-C,b'7a06d744a4f1eb83f3e07b99',05/31/2016,0,88
22247,txnd,2-16-cv-00008-D-BR,b'd4bb4716f822a9db1048caf4',08/01/2016,-1,32
22248,txnd,5-16-cv-00274-BQ,b'23d87cfce49e411fab52a149',03/29/2017,1,25
22249,txnd,4-16-cv-00351-A,b'fbbf456527a5af4405f8aaec',07/18/2016,1,83
22250,txnd,3-16-cv-01580-N-BK,b'b5a5628598707dfd674630d3',07/05/2016,1,19
22251,txnd,6-16-cv-00052-C,b'7a06d744a4f1eb83f3e07b99',09/22/2016,1,88
22252,txnd,2-16-cv-00244-D-BR,b'd4bb4716f822a9db1048caf4',11/14/2016,1,32
22253,txnd,5-16-cv-00102-BQ,b'23d87cfce49e411fab52a149',06/20/2016,-1,25
22254,txnd,4-16-cv-00109-Y,b'ee70a34d79cefc134f035bbb',02/10/2016,0,30
22255,txnd,3-16-cv-01281-G-BN,b'5495459738d803460d639107',05/11/2016,-999,17
22256,txnd,4-16-cv-00078-Y,b'ee70a34d79cefc134f035bbb',11/20/2015,-1,30
22257,txnd,1-16-cv-00176-BL,b'02a69e481ffc5b5ebe94beb1',11/01/2016,-1,10
22258,txnd,3-16-cv-03446-B-BF,b'48e2d8efb62d9bd6efc8ff42',12/23/2016,0,30
22259,txnd,5-16-cv-00174-C,b'7a06d744a4f1eb83f3e07b99',08/05/2016,1,88
22260,txnd,5-16-cv-00109-C,b'7a06d744a4f1eb83f3e07b99',06/21/2016,-999,88
22261,txnd,3-16-cv-02257-B-BN,b'48e2d8efb62d9bd6efc8ff42',08/04/2016,0,30
22262,txnd,5-16-cv-00142-C,b'7a06d744a4f1eb83f3e07b99',07/08/2016,-1,88
22263,txnd,5-16-cv-00184-BQ,b'23d87cfce49e411fab52a149',03/03/2017,-10,25
22264,txnd,4-16-cv-00308-A,b'fbbf456527a5af4405f8aaec',06/17/2016,-10,83
22265,txnd,4-16-cv-00379-A,b'fbbf456527a5af4405f8aaec',08/12/2016,1,83
22266,txnd,5-16-cv-00133-C,b'7a06d744a4f1eb83f3e07b99',09/13/2016,-999,88
22267,txnd,1-16-cv-00077-C,b'7a06d744a4f1eb83f3e07b99',05/31/2016,1,88
22268,txnd,3-16-cv-01924-D-BN,b'd4bb4716f822a9db1048caf4',07/05/2016,0,32
22269,txnd,2-16-cv-00220-Z-BR,b'6babd8a30bffc7f0e8de06db',04/17/2017,-1,11
22270,txnd,4-16-cv-00613-Y,b'ee70a34d79cefc134f035bbb',08/02/2016,-1,30
22271,txnd,5-16-cv-00050-C,b'7a06d744a4f1eb83f3e07b99',06/23/2016,-1,88
22272,txnd,1-16-cv-00114-C,b'7a06d744a4f1eb83f3e07b99',06/23/2016,0,88
22273,txnd,3-16-cv-02245-L-BK,b'b94701976bf1f4e06986fbc5',08/09/2016,1,18
22274,txnd,3-16-cv-02781-D-BK,b'd4bb4716f822a9db1048caf4',09/30/2016,-1,32
22275,txnd,5-16-cv-00275-BQ,b'23d87cfce49e411fab52a149',06/27/2017,-10,25
22276,txnd,5-16-cv-00176-C,b'7a06d744a4f1eb83f3e07b99',09/06/2016,1,88
22277,txnd,1-16-cv-00032-C,b'7a06d744a4f1eb83f3e07b99',03/07/2016,-999,88
22278,txnd,5-16-cv-00068-C,b'7a06d744a4f1eb83f3e07b99',04/05/2016,1,88
22279,txnd,3-16-cv-03017-K-BH,b'882282f0f0fcbbd3df53f38d',11/01/2016,1,14
22280,txnd,5-16-cv-00115-C,b'7a06d744a4f1eb83f3e07b99',06/20/2016,-999,88
22281,txnd,1-16-cv-00051-C,b'7a06d744a4f1eb83f3e07b99',04/13/2016,-1,88
22282,txnd,5-16-cv-00015-C,b'7a06d744a4f1eb83f3e07b99',02/04/2016,1,88
22283,txnd,6-16-cv-00021-C,b'7a06d744a4f1eb83f3e07b99',05/03/2016,0,88
22284,txnd,2-16-cv-00091-D-BR,b'd4bb4716f822a9db1048caf4',09/20/2016,-1,32
22285,txnd,4-16-cv-01035-A,b'fbbf456527a5af4405f8aaec',03/02/2017,1,83
22286,txnd,2-16-cv-00005-J-BB,b'7d60c1cd9bac2de7834ea1fd',02/02/2016,-1,37
22287,txnd,4-16-cv-01048-A,b'fbbf456527a5af4405f8aaec',11/29/2016,-1,83
22288,txnd,5-16-cv-00119-C,b'7a06d744a4f1eb83f3e07b99',07/06/2016,-1,88
22289,txnd,1-17-cv-00100-C,b'7a06d744a4f1eb83f3e07b99',05/04/2016,1,88
22290,txnd,5-16-cv-00019-BQ,b'23d87cfce49e411fab52a149',08/30/2016,-10,25
22291,txnd,5-16-cv-00009-BQ,b'23d87cfce49e411fab52a149',09/15/2016,-1,25
22292,txnd,5-16-cv-00007-C,b'7a06d744a4f1eb83f3e07b99',07/30/2015,0,88
22293,txnd,5-16-cv-00107-C,b'7a06d744a4f1eb83f3e07b99',06/07/2016,-999,88
22294,txnd,3-16-cv-01845-N-BH,b'b5a5628598707dfd674630d3',07/27/2016,-1,19
22295,txnd,3-16-cv-01372-M-BH,b'04a479b8d8f3ab075b822577',05/18/2016,1,23
22296,txnd,5-16-cv-00052-C,b'7a06d744a4f1eb83f3e07b99',10/26/2015,1,88
22297,txnd,1-16-cv-00016-C,b'7a06d744a4f1eb83f3e07b99',04/20/2016,-1,88
22298,txnd,4-16-cv-00434-A,b'fbbf456527a5af4405f8aaec',03/20/2017,1,83
22299,txnd,3-16-cv-01497-L-BF,b'b94701976bf1f4e06986fbc5',08/03/2016,-1,18
22300,txnd,4-16-cv-01003-A,b'fbbf456527a5af4405f8aaec',10/31/2016,0,83
22301,txnd,4-16-cv-01091-Y,b'ee70a34d79cefc134f035bbb',04/19/2017,1,30
22302,txnd,4-16-cv-00783-A,b'fbbf456527a5af4405f8aaec',08/23/2016,-10,83
22303,txnd,4-16-cv-00449-A,b'fbbf456527a5af4405f8aaec',06/14/2016,-10,83
22304,txnd,3-16-cv-03477-M-BK,b'04a479b8d8f3ab075b822577',03/01/2017,-1,23
22305,txnd,3-16-cv-01764-M-BH,b'04a479b8d8f3ab075b822577',09/24/2019,-1,23
22306,txnd,2-16-cv-00268-J-BB,b'7d60c1cd9bac2de7834ea1fd',12/20/2016,1,37
22307,txnd,2-16-cv-00235-D-BR,b'd4bb4716f822a9db1048caf4',01/05/2017,-1,32
22308,txnd,2-16-cv-00237-J-BR,b'7d60c1cd9bac2de7834ea1fd',09/08/2017,1,37
22309,txnd,3-16-cv-01320-N,b'b5a5628598707dfd674630d3',05/12/2016,-999,19
22310,txnd,4-16-cv-00526-A,b'fbbf456527a5af4405f8aaec',07/12/2016,1,83
22311,txnd,4-16-cv-01011-A,b'fbbf456527a5af4405f8aaec',11/01/2016,-1,83
22312,txnd,3-16-cv-03229-N-BH,b'b5a5628598707dfd674630d3',11/17/2016,0,19
22313,txnd,6-16-cv-00009-C,b'7a06d744a4f1eb83f3e07b99',02/26/2016,0,88
22314,txnd,4-16-cv-00214-A,b'fbbf456527a5af4405f8aaec',04/12/2016,1,83
22315,txnd,2-16-cv-00114-Z-BR,b'6babd8a30bffc7f0e8de06db',06/16/2016,-1,11
22316,txnd,3-16-cv-03231-B-BT,b'48e2d8efb62d9bd6efc8ff42',02/13/2018,-10,30
22317,txnd,1-16-cv-00167-C,b'7a06d744a4f1eb83f3e07b99',10/31/2016,-1,88
22318,txnd,3-16-cv-00349-D-BK,b'd4bb4716f822a9db1048caf4',02/09/2016,0,32
22319,txnd,4-16-cv-00492-A,b'fbbf456527a5af4405f8aaec',06/30/2016,-1,83
22320,txnd,3-16-cv-01261-D-BF,b'd4bb4716f822a9db1048caf4',05/16/2016,0,32
22321,txnd,5-16-cv-00243-C,b'7a06d744a4f1eb83f3e07b99',12/08/2016,1,88
22322,txnd,5-16-cv-00089-C,b'7a06d744a4f1eb83f3e07b99',05/18/2016,-1,88
22323,txnd,1-16-cv-00218-BL,b'02a69e481ffc5b5ebe94beb1',12/16/2016,-999,10
22324,txnd,2-16-cv-00193-J-BB,b'7d60c1cd9bac2de7834ea1fd',09/20/2016,-1,37
22325,txnd,4-16-cv-00953-A,b'fbbf456527a5af4405f8aaec',10/17/2016,0,83
22326,txnd,4-16-cv-00646-A,b'fbbf456527a5af4405f8aaec',07/12/2016,-1,83
22327,txnd,5-16-cv-00251-C,b'7a06d744a4f1eb83f3e07b99',10/04/2017,1,88
22328,txnd,4-16-cv-01058-Y,b'ee70a34d79cefc134f035bbb',01/09/2018,-10,30
22329,txnd,5-16-cv-00185-C,b'7a06d744a4f1eb83f3e07b99',03/06/2017,-1,88
22330,txnd,2-16-cv-00072-J-BB,b'7d60c1cd9bac2de7834ea1fd',09/20/2016,-1,37
22331,txnd,5-16-cv-00267-C,b'7a06d744a4f1eb83f3e07b99',12/13/2016,-1,88
22332,txnd,3-16-cv-01841-D-BK,b'd4bb4716f822a9db1048caf4',05/30/2017,-1,32
22333,txnd,1-16-cv-00094-C,b'7a06d744a4f1eb83f3e07b99',05/07/2018,1,88
22334,txnd,1-16-cv-00029-BL,b'02a69e481ffc5b5ebe94beb1',06/20/2017,-10,10
22335,txnd,3-16-cv-01197-D-BF,b'd4bb4716f822a9db1048caf4',05/03/2016,-1,32
22336,txnd,2-16-cv-00029-J-BB,b'7d60c1cd9bac2de7834ea1fd',03/21/2016,-1,37
22337,txnd,3-16-cv-00864-L-BN,b'b94701976bf1f4e06986fbc5',03/30/2016,0,18
22338,txnd,5-16-cv-00279-C,b'7a06d744a4f1eb83f3e07b99',08/18/2017,-10,88
22339,txnd,3-16-cv-02803-L-BH,b'b94701976bf1f4e06986fbc5',10/04/2016,-1,18
22340,txnd,2-16-cv-00265-J-BB,b'7d60c1cd9bac2de7834ea1fd',12/20/2016,-1,37
22341,txnd,3-16-cv-00459-B-BH,b'48e2d8efb62d9bd6efc8ff42',02/18/2016,-1,30
22342,txnd,4-16-cv-01001-Y,b'ee70a34d79cefc134f035bbb',10/28/2016,1,30
22343,txnd,3-16-cv-03414-M-BK,b'04a479b8d8f3ab075b822577',02/01/2017,-1,23
22344,txnd,5-16-cv-00208-C,b'7a06d744a4f1eb83f3e07b99',09/22/2016,0,88
22345,txnd,2-16-cv-00096-Z-BR,b'6babd8a30bffc7f0e8de06db',06/24/2016,-1,11
22346,txnd,1-16-cv-00198-C,b'7a06d744a4f1eb83f3e07b99',11/15/2016,0,88
22347,txnd,3-16-cv-01290-M-BF,b'04a479b8d8f3ab075b822577',05/10/2016,-1,23
22348,txnd,4-16-cr-00173-A,b'fbbf456527a5af4405f8aaec',02/10/2017,1,83
22349,txnd,1-16-cv-00123-BL,b'02a69e481ffc5b5ebe94beb1',06/23/2016,0,10
22350,txnd,4-16-cv-00455-Y,b'ee70a34d79cefc134f035bbb',06/17/2016,-1,30
22351,txnd,5-16-cv-00253-BQ,b'23d87cfce49e411fab52a149',11/01/2017,-1,25
22352,txnd,4-16-cv-00396-A,b'fbbf456527a5af4405f8aaec',05/27/2016,-1,83
22353,txnd,3-16-cv-00523-B-BT,b'48e2d8efb62d9bd6efc8ff42',03/03/2016,0,30
22354,txnd,5-16-cv-00216-C,b'7a06d744a4f1eb83f3e07b99',10/13/2016,-10,88
22355,oknd,4-16-cv-00498-JED-PJC,b'69f28aeeca66a9a423d0c2bd',07/28/2016,1,21
22356,oknd,4-16-cv-00576-JED-FHM,b'69f28aeeca66a9a423d0c2bd',09/19/2016,-1,21
22357,oknd,4-16-cv-00725-CVE-PJC,b'84b38b54f72efb390c05b5d8',12/09/2016,-1,21
22358,oknd,4-16-cv-00398-PJC,b'f11a52ddfa0b1496e94acd19',06/28/2016,1,3
22359,oknd,4-16-cv-00292-CVE-FHM,b'84b38b54f72efb390c05b5d8',05/24/2016,1,21
22360,oknd,4-16-cv-00632-JED-tlw,b'69f28aeeca66a9a423d0c2bd',10/07/2016,0,21
22361,oknd,4-16-cv-00503-JFJ,b'1197c758a2fbbcabeaa7b691',08/01/2016,1,1
22362,oknd,4-16-cv-00561-GKF-tlw,b'9cf5249e63aa443ea191e59b',08/30/2016,1,24
22363,oknd,4-16-cv-00058-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',02/11/2016,-1,26
22364,oknd,4-16-cv-00714-PJC,b'f11a52ddfa0b1496e94acd19',11/30/2016,1,3
22365,oknd,4-16-cv-00098-JHP-JFJ,b'8e925d7947017abec7a193e4',02/19/2016,-1,11
22366,oknd,4-16-cv-00324-JHP-FHM,b'8e925d7947017abec7a193e4',06/06/2016,1,11
22367,oknd,4-16-cv-00152-CVE-PJC,b'84b38b54f72efb390c05b5d8',04/28/2016,0,21
22368,oknd,4-16-cv-00720-JHP-gbc,b'8e925d7947017abec7a193e4',12/09/2016,1,11
22369,oknd,4-16-cr-00024-JED,b'69f28aeeca66a9a423d0c2bd',11/08/2017,1,21
22370,oknd,4-16-cv-00371-gbc,b'a2b3bb78e7180f552eb3761d',06/24/2016,1,1
22371,oknd,4-16-cv-00126-CVE-FHM,b'84b38b54f72efb390c05b5d8',04/27/2016,1,21
22372,oknd,4-16-cv-00705-JED-gbc,b'69f28aeeca66a9a423d0c2bd',11/28/2016,1,21
22373,oknd,4-16-cv-00589-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',09/13/2016,1,26
22374,oknd,4-16-cv-00556-JED-PJC,b'69f28aeeca66a9a423d0c2bd',08/23/2016,0,21
22375,oknd,4-16-cv-00305-JED-PJC,b'69f28aeeca66a9a423d0c2bd',06/07/2016,1,21
22376,oknd,4-16-cv-00214-JED-FHM,b'69f28aeeca66a9a423d0c2bd',04/19/2016,-1,21
22377,oknd,4-16-cv-00382-CVE-PJC,b'84b38b54f72efb390c05b5d8',06/28/2016,1,21
22378,oknd,4-16-cv-00307-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',05/31/2016,1,26
22379,oknd,4-16-cv-00285-TCK-tlw,b'4cfc79f4d5c9ce548dc9188b',05/23/2016,1,26
22380,oknd,4-16-cv-00560-TCK-FHM,b'4cfc79f4d5c9ce548dc9188b',08/29/2016,1,26
22381,oknd,4-16-cv-00279-CVE-FHM,b'84b38b54f72efb390c05b5d8',05/23/2016,1,21
22382,oknd,4-16-cv-00483-PJC,b'f11a52ddfa0b1496e94acd19',07/22/2016,1,3
22383,oknd,4-16-cv-00373-TCK-FHM,b'4cfc79f4d5c9ce548dc9188b',06/28/2016,1,26
22384,oknd,4-16-cv-00308-JED-JFJ,b'69f28aeeca66a9a423d0c2bd',06/13/2016,1,21
22385,oknd,4-16-cv-00732-JED-gbc,b'69f28aeeca66a9a423d0c2bd',12/09/2016,1,21
22386,oknd,4-16-cv-00541-JED-FHM,b'69f28aeeca66a9a423d0c2bd',08/18/2016,-1,21
22387,oknd,4-16-cv-00558-CVE-PJC,b'84b38b54f72efb390c05b5d8',08/30/2016,1,21
22388,oknd,4-16-cv-00726-CVE-FHM,b'84b38b54f72efb390c05b5d8',12/02/2016,-999,21
22389,oknd,4-16-cv-00715-CVE-PJC,b'84b38b54f72efb390c05b5d8',11/30/2016,1,21
22390,oknd,4-16-cv-00448-JED-tlw,b'69f28aeeca66a9a423d0c2bd',07/12/2016,1,21
22391,oknd,4-16-cv-00123-TCK-tlw,b'4cfc79f4d5c9ce548dc9188b',05/25/2016,1,26
22392,oknd,4-16-cv-00631-TCK-gbc,b'4cfc79f4d5c9ce548dc9188b',10/31/2016,1,26
22393,oknd,4-16-cv-00506-JED-FHM,b'69f28aeeca66a9a423d0c2bd',08/16/2016,1,21
22394,oknd,4-16-cv-00372-CVE-FHM,b'84b38b54f72efb390c05b5d8',08/02/2016,-999,21
22395,oknd,4-16-cv-00445-GKF-PJC,b'9cf5249e63aa443ea191e59b',07/08/2016,1,24
22396,oknd,4-16-cv-00339-GKF-tlw,b'9cf5249e63aa443ea191e59b',06/08/2016,-1,24
22397,oknd,4-16-cv-00567-GKF-PJC,b'9cf5249e63aa443ea191e59b',09/01/2016,1,24
22398,oknd,4-16-cv-00219-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',04/21/2016,1,26
22399,oknd,4-16-cv-00614-CVE-gbc,b'84b38b54f72efb390c05b5d8',09/28/2016,1,21
22400,oknd,4-16-cv-00657-JED-PJC,b'69f28aeeca66a9a423d0c2bd',10/26/2016,0,21
22401,oknd,4-16-cv-00422-CVE-PJC,b'84b38b54f72efb390c05b5d8',07/01/2016,1,21
22402,oknd,4-16-cv-00194-GKF-PJC,b'9cf5249e63aa443ea191e59b',04/11/2017,1,24
22403,oknd,4-16-cv-00701-JED-FHM,b'69f28aeeca66a9a423d0c2bd',11/21/2016,0,21
22404,oknd,4-16-cv-00734-JHP-PJC,b'8e925d7947017abec7a193e4',12/21/2016,0,11
22405,oknd,4-16-cv-00547-GKF-FHM,b'9cf5249e63aa443ea191e59b',08/19/2016,1,24
22406,oknd,4-16-cv-00444-JED-JFJ,b'69f28aeeca66a9a423d0c2bd',07/07/2016,1,21
22407,oknd,4-16-cv-00454-TCK-tlw,b'4cfc79f4d5c9ce548dc9188b',07/13/2016,1,26
22408,oknd,4-16-cv-00271-GKF-FHM,b'9cf5249e63aa443ea191e59b',05/17/2016,1,24
22409,oknd,4-16-cv-00514-CVE-PJC,b'84b38b54f72efb390c05b5d8',08/08/2016,-1,21
22410,oknd,4-16-cv-00683-CVE-PJC,b'84b38b54f72efb390c05b5d8',11/16/2016,1,21
22411,oknd,4-16-cv-00215-GKF-FHM,b'9cf5249e63aa443ea191e59b',04/19/2016,1,24
22412,oknd,4-16-cv-00645-JHP-PJC,b'8e925d7947017abec7a193e4',10/19/2016,1,11
22413,oknd,4-16-cv-00064-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',04/29/2016,1,26
22414,oknd,4-16-cv-00218-JED-FHM,b'69f28aeeca66a9a423d0c2bd',04/20/2016,1,21
22415,oknd,4-16-cv-00563-GKF-FHM,b'9cf5249e63aa443ea191e59b',08/29/2016,1,24
22416,oknd,4-16-cv-00338-TCK-FHM,b'4cfc79f4d5c9ce548dc9188b',06/10/2016,1,26
22417,oknd,4-16-cv-00602-JHP-PJC,b'8e925d7947017abec7a193e4',07/23/2019,1,11
22418,oknd,4-16-cv-00620-JED-PJC,b'69f28aeeca66a9a423d0c2bd',10/04/2016,1,21
22419,oknd,4-16-cv-00228-JHP-FHM,b'8e925d7947017abec7a193e4',04/26/2016,1,11
22420,oknd,4-16-cv-00340-JHP-tlw,b'8e925d7947017abec7a193e4',06/09/2016,1,11
22421,oknd,4-16-cv-00475-TCK-gbc,b'4cfc79f4d5c9ce548dc9188b',07/21/2016,1,26
22422,oknd,4-16-cv-00122-GKF-tlw,b'9cf5249e63aa443ea191e59b',03/02/2016,1,24
22423,oknd,4-16-cv-00651-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',10/25/2016,1,26
22424,oknd,4-16-cv-00604-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',11/13/2019,-1,26
22425,oknd,4-16-cv-00212-GKF-PJC,b'9cf5249e63aa443ea191e59b',04/20/2016,1,24
22426,oknd,4-16-cv-00166-JHP-FHM,b'8e925d7947017abec7a193e4',03/31/2016,1,11
22427,oknd,4-16-cv-00301-GKF-PJC,b'9cf5249e63aa443ea191e59b',05/26/2016,1,24
22428,oknd,4-16-cv-00223-GKF-PJC,b'9cf5249e63aa443ea191e59b',04/22/2016,1,24
22429,oknd,4-16-cv-00355-JHP-gbc,b'8e925d7947017abec7a193e4',06/20/2016,1,11
22430,oknd,4-16-cv-00509-JHP-FHM,b'8e925d7947017abec7a193e4',08/03/2016,1,11
22431,oknd,4-16-cv-00211-CVE-PJC,b'84b38b54f72efb390c05b5d8',04/22/2016,1,21
22432,oknd,4-16-cv-00296-JED-PJC,b'69f28aeeca66a9a423d0c2bd',05/24/2016,1,21
22433,oknd,4-16-cv-00733-CVE-gbc,b'84b38b54f72efb390c05b5d8',12/14/2016,1,21
22434,oknd,4-16-cv-00605-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',09/21/2016,0,26
22435,oknd,4-16-cv-00721-CVE-gbc,b'84b38b54f72efb390c05b5d8',12/14/2016,1,21
22436,oknd,4-16-cv-00235-GKF-FHM,b'9cf5249e63aa443ea191e59b',05/02/2016,1,24
22437,oknd,4-16-cv-00348-JED-FHM,b'69f28aeeca66a9a423d0c2bd',06/13/2016,0,21
22438,oknd,4-16-cv-00760-TCK-PJC,b'4cfc79f4d5c9ce548dc9188b',12/23/2016,1,26
22439,oknd,4-16-cv-00005-CVE-tlw,b'84b38b54f72efb390c05b5d8',01/13/2016,-999,21
22440,oknd,4-16-cv-00199-JED-FHM,b'69f28aeeca66a9a423d0c2bd',04/18/2016,1,21
22441,oknd,4-16-cv-00735-JED-FHM,b'69f28aeeca66a9a423d0c2bd',12/15/2016,0,21
22442,oknd,4-16-cv-00201-JED-gbc,b'69f28aeeca66a9a423d0c2bd',04/18/2016,1,21
