ucid,court,year,cid,docket_index,entry_date,original_text,full_span_start,full_span_end,extracted_pre_5,extracted_entity,extracted_post_5,Ent_span_start,Ent_span_end,docket_source,Entity_Extraction_Method
oknd;;4:16-cv-00043,oknd,2016,4:16-cv-00043,0,06/09/2016,OPINION AND ORDER   by Judge Claire V Eagan   ; denying certificate of appealability;,0,85,OPINION AND ORDER   by Judge,Claire V Eagan,  ; denying certificate of appealability;,29,43,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,7,07/22/2016,MINUTE ORDER by Magistrate Judge T Lane Wilson ; granting 3 Motion for Leave to,0,79,MINUTE ORDER by Magistrate Judge,T Lane Wilson,; granting 3 Motion for Leave to,33,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,10,08/26/2016,SCHEDULING ORDER by Magistrate Judge T Lane Wilson ( Statement as to Magistrate Judge Jurisdiction,0,98,SCHEDULING ORDER by Magistrate Judge,T Lane Wilson,( Statement as to Magistrate Judge Jurisdiction,37,50,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,12,09/19/2016,REMINDER by Magistrate Judge T Lane Wilson that (1) in the absence,0,66,REMINDER by Magistrate Judge,T Lane Wilson,that (1) in the absence,29,42,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,15,01/26/2017,ORDER by Magistrate Judge T Lane Wilson ; setting/resetting social security case,0,80,ORDER by Magistrate Judge,T Lane Wilson,; setting/resetting social security case,26,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,19,05/10/2017,", at the direction of Chief Judge Gregory K Frizzell, reassigning case to Magistrate Judge Gerald",27,124,", at the direction of Chief Judge",Gregory K Frizzell,", reassigning case to Magistrate Judge Gerald",61,79,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,19,05/10/2017,"Frizzell, reassigning case to Magistrate Judge Gerald B Cohn, Magistrate Judge T Lane Wilson no",71,166,"Frizzell, reassigning case to Magistrate Judge",Gerald B Cohn,", Magistrate Judge T Lane Wilson no",118,131,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,19,05/10/2017,"Judge Gerald B Cohn, Magistrate Judge T Lane Wilson no longer assigned to case, changing",112,200,"Judge Gerald B Cohn, Magistrate Judge",T Lane Wilson,"no longer assigned to case, changing",150,163,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,21,08/30/2017,"OPINION AND ORDER by Magistrate Judge Gerald B Cohn, dismissing/terminating case (terminates",0,92,OPINION AND ORDER by Magistrate Judge,Gerald B Cohn,", dismissing/terminating case (terminates",38,51,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,22,08/30/2017,"JUDGMENT by Magistrate Judge Gerald B Cohn, entering judgment in favor of Defendant",0,83,JUDGMENT by Magistrate Judge,Gerald B Cohn,", entering judgment in favor of Defendant",29,42,line_entry,SPACY JNLP2
